site,grassType,lat,lon,spNum,n,soc,pr_growing,srad_growing,vpd_growing,tmean_growing,p,soilMoist,soilBD,agb,BGB_0_10,BGB_10_20,BGB_20_30,BGB_0_30,prop_top10,AGB_BGB_0_30,AGB_BGB_0_10,NIRveos
ALT-018,Desert steppe,47.5,86.333333,5,0.058813,0.304168,29.44444444,2338.555556,141.4444444,18.87777778,0.438812,21.66666667,1.7489,36.82,1693.249811,,,,,,45.98723007,241.2160645
ALT-002,Desert steppe,47.566667,86.333333,8,0.054304,0.339617,30.55555556,2333.444444,142.7777778,18.88333333,0.384629,23.44444444,1.641933,10.873333,1655.232113,,,,,,152.2285865,244.229187
ALT-027,Lowland meadows,47.933333,86.3,7,0.026141,0.177077,28.77777778,2351.333333,153.8888889,20.38888889,0.311189,41.88888889,1.347133,40.56,2361.971383,,,,,,58.23400846,245.7263184
ALT-033,Temperate steppe,48.433333,86.716667,9,0.219495,1.903228,36,2297.444444,108.4444444,15.56111111,1.015689,34.77777778,1.509667,34.686667,2811.360078,,,,,,81.05016484,248.4052734
XJYL-P056,Mountain meadows,43.770298,83.639137,13,0.634222,5.917617,54.77777778,2296.111111,47.44444444,10.32777778,1.194565,111.3333333,0.804133,91.666667,1005.82,504.93,373.5,1884.25,167.5529725,20.55545447,10.97258178,289.6095886
ALT-028,Mountain meadows,48.916667,86.833333,8,0.435287,4.519584,43.11111111,2251,75.44444444,11.95555556,1.759337,57.88888889,1.064467,158.836667,1986.66846,,,,,,12.50761866,249.854126
NMG-P142,Temperate meadow steppe,45.6515,119.859889,13,0.281663,3.265252,71.66666667,2255,88.33333333,16.23333333,0.62473,162.2222222,0.98,199.006667,1688.46,100.35,77.95,1866.76,16.55297247,9.380389251,8.484439368,279.8971863
ALT-010,Temperate steppe,47.25,86.333333,7,0.122453,0.891376,36.44444444,2275.555556,123,16.72777778,0.352852,128.6666667,1.4964,27.843333,2115.343748,,,,,,75.97307937,249.9801025
NMG-P197,Lowland meadows,50.594139,120.141028,14,0.399713,4.467289,89.44444444,2005.555556,65.55555556,14.68333333,1.03046,43.55555556,1.19,77.663333,1970.46,171.48,88.34,2230.28,113.5529725,28.71728413,25.37181864,250.3717346
NMG-P080,Temperate steppe,42.906417,114.558333,6,0.056517,0.440909,41.88888889,2411.666667,138,18.85,0.678236,19.22222222,1.57,162.5396,985.6,397.76,307.64,1691,96.55297247,10.40361856,6.063753079,290.4252777
XJYL-P055,Temperate steppe,43.721074,83.919329,14,0.929181,8.980371,51.55555556,2298.444444,53.55555556,11.15,0.31995,11.55555556,0.7755,305.666667,2512.75,593.04,382.17,3487.96,52.55297247,11.41099235,8.220556152,251.0694427
XJYL-P065,Mountain meadows,43.165208,83.925951,12,0.368327,3.315183,71,2161,26.22222222,5.794444444,0.920213,73.55555556,0.497333,68.666667,1657.97,385.83,112.37,2156.17,209.5529725,31.40053383,24.14519406,252.1203003
XJYL-P120,Temperate steppe,42.685694,80.353704,15,0.481186,4.336175,44,2357.666667,114.4444444,15.08333333,0.465213,42.55555556,0.8876,282.166667,1253.62,349.46,273.46,1876.54,55.55297247,6.650466619,4.442835199,292.6401367
XJYL-P072,Mountain meadows,43.150561,84.371512,13,0.445836,3.740666,59.22222222,2220.777778,40.33333333,8.405555556,1.286421,69.33333333,0.992067,167.376667,1181.74,435.32,203.65,1820.71,103.5529725,10.87792004,7.06036284,282.7004089
XJYL-P083,Temperate steppe,43.172552,82.609932,16,0.301066,2.582235,37.44444444,2366.777778,125.1111111,17.95,0.258119,110.5555556,1.009033,130.53,1076.3,666.7,566.46,2309.46,245.5529725,17.69294415,8.245614035,273.55896
XJYL-P137,Mountain meadows,43.207398,81.303211,11,0.588221,5.574751,43.33333333,2343.333333,101.1111111,14.81666667,1.11067,168,0.870167,49.356667,1496.6,651.67,334.21,2482.48,233.5529725,50.2967512,30.32214473,254.927948
ALT-029,Mountain meadows,48.833333,86.916667,8,0.502636,4.623523,40.55555556,2259.333333,69.44444444,11.47222222,0.947852,43.11111111,0.9176,85.166667,3798.845432,,,,,,44.60483856,255.0505829
ALT-184,Mountain meadows,47.133333,90.233333,12,0.374538,3.576232,20.11111111,2215.888889,55.44444444,9.327777778,1.50792,52.77777778,0.904133,81.14,2975.128627,,,,,,36.66660866,255.2542114
XJYL-P007,Mountain meadows,43.476233,81.301039,6,0.396032,3.555614,49.66666667,2289.777778,90.55555556,13.55,1.684046,98.77777778,0.803933,306.666667,1535.28,1097.13,949.13,3581.54,109.5529725,11.67893477,5.006347821,295.5174561
XJYL-P030,Temperate steppe,44.356395,80.457323,7,0.199218,1.686996,31.44444444,2333.111111,166.2222222,19.46666667,0.457633,159.2222222,1.169067,319,1454.71,836.55,623.37,2914.63,89.55297247,9.13677116,4.560219436,295.7294006
NMG-P141,Temperate meadow steppe,45.399139,119.642194,13,0.227507,2.41615,67.66666667,2283.777778,90.44444444,16.37777778,0.810088,52.33333333,1.18,268.63,1934.55,689.52,413.36,3037.43,88.55297247,11.30711387,7.201541153,295.8568573
NMG-P138,Lowland meadows,45.264694,119.970667,6,0.133536,1.224777,69.77777778,2294.666667,94.66666667,17.31111111,0.369424,41,1.37,85.58,717.25,419.43,153.68,1290.36,140.5529725,15.07782192,8.381046974,295.8917389
NMG-P124,Lowland meadows,44.861183,118.592093,8,0.202341,1.948148,54.77777778,2313.111111,99.77777778,17.06111111,0.470145,60,1.27,296.006667,1905.63,181.69,121.9,2209.22,67.55297247,7.463412978,6.437794187,295.9862976
NMG-P167,Temperate steppe,48.722389,119.759222,6,0.172815,1.758259,81.77777778,2066.222222,84,16.46111111,0.384939,42.88888889,1.35,87.146667,744.4,227.05,128.54,1099.99,119.5529725,12.62228422,8.541921632,296.5386353
NMG-P053,Desert steppe,41.952444,110.128222,6,0.152287,1.155347,42,2439.666667,144.7777778,18.69444444,0.421082,18.66666667,1.62,125.47,1510.75,809.97,552.31,2873.03,260.5529725,22.89814298,12.04072687,296.5585938
ALT-022,Temperate steppe,47.266667,85.883333,7,0.176861,1.44913,43.33333333,2264.333333,116.4444444,16.08333333,0.259015,39.77777778,1.3628,49.956667,2369.769886,,,,,,47.43650904,256.7914429
ALT-098,Mountain meadows,47.966667,88.866667,6,0.261483,2.40843,23.55555556,2203.888889,42.66666667,6.888888889,1.193215,109,0.8514,133.423333,1995.441775,,,,,,14.95571824,257.3965454
NMG-P178,Temperate steppe,48.770639,116.808833,7,0.167906,1.349772,47.22222222,2182.555556,106.7777778,18.00555556,0.674666,48.22222222,1.36,265.436667,731.4,375.23,189.78,1296.41,32.55297247,4.884065245,2.755459554,307.8469849
ALT-198,Desert steppe,46.15,90.95,4,0.031755,0.179796,12,2349.222222,136.2222222,17.83888889,0.882692,17.55555556,1.6478,2.6872,342.080988,,,,,,127.3001593,258.0202026
NMG-P135,Temperate meadow steppe,46.271694,122.236972,6,0.136725,1.343041,93.44444444,2233.888889,98.22222222,19.27777778,0.452362,164.1111111,1.31,96.173333,1213.22,1010.44,465.07,2688.73,199.5529725,27.95712612,12.61493142,258.4306335
ALT-093,Mountain meadows,47.95,88.4,6,0.395477,4.180645,30.22222222,2177.888889,45.55555556,6.938888889,0.892461,70.55555556,0.778133,72.723333,2160.835012,,,,,,29.71309101,258.520874
XJYL-P003,Temperate steppe,43.518493,81.125534,9,0.270324,2.430751,36.44444444,2339.222222,158.3333333,19.40555556,0.934138,28.22222222,1.088667,202.296667,1287.75,567.33,424.05,2279.13,107.5529725,11.26627558,6.365651096,298.6071167
XJYL-P140,Mountain meadows,43.074943,80.645597,14,0.827037,7.723635,49.33333333,2311.333333,93.22222222,13.52222222,1.15238,334.5555556,0.6982,358.286667,1800.69,884.68,594.33,3279.7,68.55297247,9.153843283,5.025835918,278.6726074
XJYL-P037,Temperate meadow steppe,43.960341,82.363197,7,0.261002,2.333166,46.11111111,2325.888889,126.6666667,17.49444444,0.698912,132.1111111,1.215333,137.756667,1148.23,448.03,285.11,1881.37,132.5529725,13.65719744,8.335204568,259.0048218
NMG-P183,Temperate steppe,47.994361,117.586333,8,0.127647,1.022198,48.77777778,2174.444444,106,17.95555556,0.292064,6.111111111,1.52,264.556667,1875.3,584.66,298.68,2758.64,97.55297247,10.42740684,7.08846245,259.1544189
XJYL-P128,Temperate steppe,42.912737,81.284295,13,0.674113,6.221623,36.11111111,2392.333333,121.6666667,16.73333333,0.24039,11.22222222,0.923467,93.18,1057.82,530.64,476.05,2064.51,174.5529725,22.15614939,11.35243615,259.1544189
ALT-097,Mountain meadows,48.05,88.933333,7,0.481205,4.549411,21,2216.888889,47.77777778,7.85,1.523131,69.33333333,0.956833,201.333333,1479.440873,,,,,,7.348216269,259.2810059
ALT-096,Mountain meadows,48.05,88.933333,7,0.648927,6.15342,21,2216.888889,47.77777778,7.85,1.215072,73.55555556,0.718367,192.07,2481.873356,,,,,,12.92171269,259.2810059
XJYL-P054,Mountain meadows,43.666893,84.280206,14,0.919208,8.648913,62.22222222,2234.555556,42.77777778,8.238888889,0.651434,31.88888889,0.761633,369.666667,2804.79,764.07,100.2,3669.06,41.55297247,9.925320099,7.587348956,259.7523499
NMG-P191,Temperate meadow steppe,49.58925,119.716,11,0.298146,3.166343,83.77777778,2056.888889,74.44444444,15.57222222,0.315973,52.22222222,1.04,75.816667,1676.85,545.66,511,2733.51,218.5529725,36.05420956,22.11716851,260.1309814
NMG-P065,Temperate steppe,41.665278,112.107083,4,0.171434,1.469674,48.55555556,2422.444444,116,16.55,0.374278,22.22222222,1.53,340.813333,1027.26,340.04,188.37,1555.67,230.5529725,4.564580811,3.014142642,280.2018433
ALT-034,Temperate steppe,48.283333,86.733333,8,0.225062,2.249797,34.22222222,2305.333333,120.2222222,16.77222222,2.183685,42.22222222,1.281933,65.416667,4272.604446,,,,,,65.3136982,260.4121094
XJYL-P034,Temperate steppe,43.97073,82.041172,13,0.150781,1.32812,35.88888889,2357.777778,154.8888889,19.87777778,1.146012,21.66666667,1.172033,137.6,1685.57,513.47,200.71,2399.75,153.5529725,17.4400436,12.24978198,260.4244995
XJYL-P052,Mountain meadows,43.691819,84.422383,13,0.72023,6.500061,77.22222222,2168.444444,26.88888889,4.95,0.855846,36.88888889,0.502533,152.333333,1452.71,411.16,127.96,1991.83,122.5529725,13.07547049,9.536389518,260.4451904
XJYL-P029,Temperate steppe,44.379606,80.445186,8,0.187708,1.561192,35.77777778,2313.888889,155.4444444,18.41111111,0.482817,8.555555556,1.175967,204.853333,1702.78,504.37,317.63,2524.78,115.5529725,12.32481778,8.312190849,260.4626465
NMG-P155,Temperate meadow steppe,46.603678,118.849173,9,0.121236,1.054361,59,2192.444444,89.77777778,16.10555556,0.384381,65,1.43,132.033333,759.42,285.11,265.18,1309.71,93.55297247,9.919540545,5.751729376,290.4863281
ALT-015,Temperate steppe,47.266667,85.75,9,0.251275,2.14582,46.88888889,2245.555556,111.2222222,15.51111111,0.766712,37.11111111,1.253933,36.573333,2473.100041,,,,,,67.62030797,260.5501709
ALT-056,Lowland meadows,48.416667,87.1,12,0.554551,5.037106,39.66666667,2220.555556,62.22222222,9.905555556,1.309836,291.3333333,0.425433,346.056667,2941.335117,,,,,,8.499576507,260.6860352
XJYL-P073,Mountain meadows,43.172746,84.360264,14,0.868283,9.04006,51.66666667,2259.333333,46.88888889,9.894444444,1.044651,289.1111111,0.5456,111.23,1828.17,181.12,120.46,2129.75,95.55297247,19.14726243,16.43594354,260.8035583
NMG-P038,Desert steppe,41.390167,108.476028,6,0.113802,0.803402,39.11111111,2387.777778,164.7777778,20.61111111,0.392927,22.22222222,1.48,68.7925,972.02,450.05,336.81,1758.88,191.5529725,25.56790348,14.12973798,260.8207397
NMG-P015,Desert steppe,37.727528,106.447972,5,0.065227,0.483086,42.11111111,2243.111111,136.2222222,21.09444444,0.367931,25.55555556,1.37,320.52,1186.65,697.6,381.59,2265.84,246.5529725,7.069262449,3.702265069,280.9079285
XJYL-P118,Mountain meadows,42.651529,80.224885,7,0.614606,5.703071,56.33333333,2304.555556,88.33333333,11.45,0.447573,30.55555556,1.077667,159.04,925.52,811.13,431.85,2168.5,131.5529725,13.63493461,5.819416499,261.0048523
NMG-P063,Temperate steppe,41.237222,112.956833,7,0.170676,1.437646,64.77777778,2389.555556,108.3333333,16.42222222,0.394007,45.77777778,1.47,263.07,960.35,914.24,225.72,2100.31,73.55297247,7.983844604,3.650549283,281.1325989
ALT-011,Mountain meadows,47.183333,85.65,11,0.439545,4.227037,63.66666667,2164.666667,46.66666667,7.727777778,1.818191,68.44444444,0.6579,248.836667,4643.033305,,,,,,18.65895955,261.2315979
ALT-062,Mountain meadows,48.716667,86.95,15,0.787506,7.579102,40.22222222,2254.444444,56.11111111,9.9,1.010851,11.22222222,0.538067,100.996667,2674.078493,,,,,,26.47689842,261.4388123
NMG-P126,Temperate meadow steppe,44.347889,118.9465,7,0.153008,1.451131,59.66666667,2319.333333,107.1111111,18.18333333,0.450697,165,1.25,142.046667,748.73,321.5,211.45,1281.68,87.55297247,9.022950183,5.271014208,261.4938049
NMG-P113,Temperate steppe,43.198694,118.291722,8,0.074887,0.51807,58,2353.888889,119.8888889,19.83888889,0.752539,33.33333333,1.21,342.440833,1316.93,435.89,196.72,1949.54,43.55297247,5.693071071,3.845715444,261.6989746
XJYL-P130,Temperate steppe,42.742591,80.929792,15,0.72781,6.53619,47.11111111,2347.222222,81.44444444,12.20555556,0.450438,32.33333333,0.994,117.89,1487.07,864.57,413.65,2765.29,263.5529725,23.45652727,12.61404699,261.7468567
XJYL-P049,Temperate steppe,43.846813,82.702595,7,0.211578,1.862789,38.22222222,2362.555556,149.5555556,19.70555556,0.497734,67.33333333,1.057767,46.51,686.92,392.56,165.23,1244.71,195.5529725,26.76220168,14.76929693,261.8358459
NMG-P118,Desert steppe,43.650694,116.646944,6,0.089705,0.821167,48.22222222,2355.333333,106.7777778,17.20555556,0.257867,9.444444444,1.67,157.84,939.89,148.1,268.59,1356.58,79.55297247,8.594652813,5.954700963,261.8663635
NMG-P189,Temperate steppe,48.925222,119.041139,9,0.151236,1.320943,74.22222222,2096,85.44444444,16.35,0.632295,28.33333333,1.25,365.4,1084.52,740.07,430.64,2255.23,49.55297247,6.17194855,2.96803503,261.9918823
XJYL-P013,Temperate meadow steppe,44.04116,81.843643,12,0.287461,2.517372,44.44444444,2319.333333,118.7777778,16.73888889,0.138064,40.33333333,1.246067,207.36,1075.44,572.24,518.51,2166.19,99.55297247,10.44651813,5.186342593,262.3203735
ALT-014,Temperate steppe,47.233333,85.716667,9,0.533023,4.642203,54.22222222,2209.111111,83.88888889,12.46666667,0.97561,40.55555556,1.209833,240.216667,4392.506419,,,,,,18.28560222,262.3293762
ALT-155,Mountain meadows,47.321158,90.025755,7,0.151283,1.385629,16.88888889,2266.444444,73.77777778,11.77777778,1.533421,34.88888889,0.9036,260.433333,1545.403205,,,,,,5.933968541,262.3742676
ALT-156,Temperate steppe,47.250554,89.939174,13,0.051655,0.419815,15.33333333,2308.444444,108.6666667,15.31111111,0.479587,23.11111111,1.0998,237.916667,2222.573155,,,,,,9.341813598,262.4220581
ALT-009,Temperate steppe,47.133333,86.583333,8,0.215991,1.632761,35.55555556,2260.444444,125.8888889,17.00555556,1.126937,56.66666667,1.212667,42.843333,3735.482601,,,,,,87.18935572,262.5793152
NMG-P186,Lowland meadows,48.0355,118.527889,9,0.156255,1.343633,60.77777778,2131.111111,95,17.02777778,0.099586,36.66666667,1.34,303.106667,1297.86,435.32,364.83,2098.01,58.55297247,6.921688727,4.281858967,262.7718811
NMG-P117,Temperate steppe,43.406944,116.896833,6,0.186908,1.62309,52.66666667,2351.333333,101.2222222,16.87222222,1.217432,54.77777778,1.14,354.17,821.68,236.43,119.84,1177.95,15.55297247,3.325945168,2.320015812,262.7884521
XJYL-P023,Desert steppe,44.031745,81.479716,6,0.100019,0.697189,26.44444444,2374.666667,171.5555556,21.22222222,0.706615,41.77777778,1.306733,510.8,1333.68,1037.88,323.24,2694.8,236.5529725,5.275646045,2.610963195,262.789978
NMG-P119,Temperate steppe,43.915944,116.366833,7,0.123887,1.008576,43.55555556,2362.555556,111.8888889,17.38333333,0.609033,10.88888889,1.49,117.71,1171.63,610.95,400.36,2182.94,157.5529725,18.54506839,9.953529862,262.9641724
NMG-P140,Temperate meadow steppe,45.199444,119.246194,7,0.167008,1.800432,62,2295.555556,92.44444444,16.49444444,0.302474,45.55555556,1.23,269.236667,1602.59,1277.15,703.83,3583.57,127.5529725,13.31011129,5.952346751,262.9976807
XJYL-P141,Mountain meadows,43.031477,80.497203,13,0.68993,6.920831,54,2315.555556,84.11111111,12.18333333,0.905979,10,0.725167,131.294333,825.28,375.23,365.99,1566.5,111.5529725,11.93120803,6.285724457,263.0243225
ALT-151,Mountain meadows,47.55,89.4,8,0.381927,3.481653,19.77777778,2226.444444,55.88888889,9.133333333,1.06566,139,0.955967,167.22,1989.267961,,,,,,11.89611267,263.2974243
NMG-P144,Temperate meadow steppe,45.759861,119.491333,7,0.111632,1.012278,64.66666667,2259.555556,91.55555556,16.43333333,0.268461,34.55555556,1.27,150.12,1069.5,699.34,775.31,2544.15,148.5529725,16.94744205,7.12430056,263.5810852
NMG-P026,Desert steppe,38.9225,107.565972,6,0.04444,0.286912,48.11111111,2257.888889,153.7777778,20.75,0.439036,24.44444444,1.56,114.184,632.63,160.23,86.45,879.31,264.5529725,7.700816226,5.540443495,263.6888123
ALT-150,Lowland meadows,47.516667,89.466667,7,0.573352,5.59562,19.55555556,2227.444444,50.33333333,8.388888889,0.375982,71.55555556,0.618967,114.81,1216.566358,,,,,,10.5963449,263.698761
NMG-P095,Temperate steppe,44.299139,115.045833,6,0.174017,1.475587,34.66666667,2380.666667,126.6666667,17.77777778,0.340966,124.3333333,1.32,554.063333,2007.1,558.61,268.26,2833.97,235.5529725,5.114884583,3.622510064,263.7500305
XJYL-P098,Temperate steppe,43.108515,81.898042,9,0.174345,1.314959,33.66666667,2387.111111,159.2222222,19.96666667,0.329982,24.44444444,1.095033,116.32,1093.92,605.75,387.94,2087.61,262.5529725,17.94712861,9.404401651,263.7711182
NMG-P060,Temperate steppe,40.841778,113.923278,7,0.144156,1.272295,65.11111111,2366.111111,114.4444444,18.31111111,0.273308,10.33333333,1.45,298.141667,872.65,418.85,266.33,1557.83,38.55297247,5.22513346,2.926964248,264.0890808
NMG-P099,Temperate steppe,44.822528,115.782194,8,0.126656,0.984039,34.66666667,2361.444444,129.7777778,18.56111111,0.471031,27.44444444,1.34,141.433333,988.78,533.82,336.24,1858.84,123.5529725,13.14287064,6.991138362,264.1256714
XJYL-P022,Temperate steppe,44.077071,81.527113,14,0.302602,2.826915,29.55555556,2361.777778,167.2222222,20.77222222,1.003581,33.55555556,1.229033,177.846667,1816.13,256.57,139.65,2212.35,118.5529725,12.43964836,10.21177417,264.3987122
ALT-019,Mountain meadows,47.183333,86.1,9,0.554631,5.174429,46.33333333,2239.777778,90.66666667,13.2,0.997864,45.55555556,0.698467,137.286667,3605.8325,,,,,,26.26498682,264.5083313
ALT-149,Mountain meadows,47.433333,89.416667,8,0.350755,3.479485,19,2246.111111,69.22222222,10.80555556,0.936254,143.3333333,1.106667,52.83,1241.261616,,,,,,23.49539307,264.6087646
NMG-P194,Lowland meadows,50.199222,119.537333,13,0.241339,2.619157,81.33333333,2061.111111,78.33333333,16.03888889,0.489042,254.8888889,1.13,42.4,715.8,227.02,111.07,1053.89,188.5529725,24.85589623,16.88207547,264.7385559
NMG-P180,Temperate steppe,48.52675,116.668333,6,0.130936,1.062947,43,2199.555556,108.5555556,18.09444444,0.321047,28.77777778,1.37,128.506667,880.13,359.2,154.27,1393.6,102.5529725,10.84457353,6.848905357,264.9522095
ALT-030,Mountain meadows,48.75,86.883333,10,0.653391,6.384793,42,2249.333333,57.22222222,9.616666667,1.284957,249.5555556,0.962633,57.42,2233.296095,,,,,,38.89404554,265.1708984
XJYL-P125,Temperate steppe,42.578872,81.180959,6,0.339033,2.428232,48.55555556,2319.888889,79.11111111,10.59444444,1.737525,46.66666667,0.974533,87.8,623.37,316.3,223.87,1163.54,126.5529725,13.25216401,7.099886105,265.197876
NMG-P100,Temperate steppe,44.5975,115.857583,7,0.128353,1.035522,36.11111111,2362,127.1111111,18.36666667,0.234311,8.777777778,1.6,228.173333,1496.02,768.38,555.19,2819.59,117.5529725,12.35722844,6.556506759,265.3600159
ALT-021,Temperate steppe,47.25,85.883333,9,0.177121,1.287517,47.22222222,2245.666667,97.88888889,14.07777778,0.193991,17.55555556,1.275267,30.92,2244.019036,,,,,,72.57500116,265.4058228
NMG-P168,Lowland meadows,49.34475,119.464667,7,0.187259,1.825327,78.44444444,2086,77.22222222,16.04444444,0.383956,128.6666667,1.25,237.73,857.4,420.58,177.33,1455.31,48.55297247,6.121692677,3.606612544,265.5400391
XJYL-P094,Mountain meadows,42.919305,81.736303,13,0.523032,4.818071,43.11111111,2348.666667,110.6666667,15.48888889,0.725607,78.88888889,0.782267,169,1038.86,523.13,416.83,1978.82,100.5529725,11.70899408,6.147100592,265.664856
NMG-P085,Temperate steppe,42.358583,113.492361,6,0.107473,0.74416,43.11111111,2436.666667,140.7777778,18.82222222,0.285189,27.44444444,1.51,49.273467,676.83,138.35,118.22,933.4,161.5529725,18.94325804,13.73619599,265.8544617
ALT-031,Mountain meadows,48.683333,86.766667,12,0.779077,7.64744,38.55555556,2282.888889,67.22222222,11.86666667,1.222642,48.77777778,0.730467,444.84,4029.876062,,,,,,9.059158488,265.9432068
ALT-154,Mountain meadows,47.366667,89.633333,7,0.26492,2.46777,16.66666667,2275.666667,99.22222222,14.31111111,0.862299,31.55555556,1.219733,98.616667,2194.642646,,,,,,22.25427722,265.9675293
NMG-P105,Temperate steppe,45.098806,116.520167,6,0.123971,1.018225,34.11111111,2339,127.1111111,18.88333333,0.557569,29.55555556,1.59,128.333333,1452.38,885.01,593.36,2930.75,259.5529725,22.83701305,11.31724678,265.9766541
XJYL-P145,Mountain meadows,43.280399,81.07244,9,0.572287,4.980263,55.88888889,2261.666667,71.77777778,11.11666667,0.919886,18.11111111,0.9987,55.616667,1489.95,713.2,414.52,2617.67,232.5529725,47.0662868,26.78963124,266.1062317
ALT-153,Mountain meadows,47.6,89.716667,7,0.345799,3.324014,17,2253.222222,62.44444444,10.47777778,0.979443,72,1.058833,115.64,2111.769435,,,,,,18.2615828,266.2537842
NMG-P176,Temperate steppe,49.479806,117.210917,8,0.166241,1.608208,60.11111111,2149,88.44444444,16.16666667,0.384967,83.11111111,1.3,424.359167,1013.33,623.37,339.41,1976.11,28.55297247,4.656692146,2.387906469,266.2605591
XJYL-P019,Mountain meadows,44.264347,81.723468,10,0.396463,3.713108,47.77777778,2295.222222,94.44444444,14.40555556,1.114646,60.66666667,0.872733,78.55,1190.69,587.84,393.72,2172.25,198.5529725,27.65436028,15.15837046,266.4527893
XJYL-P071,Mountain meadows,43.270076,84.456487,15,0.639233,5.487734,49.77777778,2282.888889,50.88888889,10.22777778,1.244045,205.5555556,0.9975,138.84,1592.69,840.19,284.18,2717.06,247.5529725,19.56972054,11.47140593,266.5501709
NMG-P170,Temperate steppe,49.358694,118.934528,11,0.14897,1.371314,74.55555556,2097.222222,87,16.6,0.353397,9.222222222,1.32,48.896667,903.85,426.65,226.47,1556.97,211.5529725,31.84204764,18.4849,266.6695862
NMG-P074,Desert steppe,44.159583,112.060417,5,0.054737,0.370998,26.11111111,2429.666667,157.8888889,19.87222222,0.461757,4,1.58,48.896267,725.05,199.32,0,924.37,160.5529725,18.90471516,14.82833035,266.6844482
NMG-P096,Lowland meadows,44.673417,115.085972,6,0.143514,1.165515,36.44444444,2335.444444,124.6666667,17.77222222,0.292054,19.77777778,1.4,131.453333,2084.07,565.75,320.55,2970.37,257.5529725,22.59638407,15.85406739,266.7287292
ALT-045,Temperate steppe,48.25,86.316667,7,0.134003,1.230101,36.22222222,2316.222222,131.4444444,18.13888889,0.994176,43.55555556,1.3108,48.13,2452.628973,,,,,,50.95842454,266.8352661
NMG-P148,Temperate steppe,45.705806,117.174083,6,0.115119,0.926202,36.88888889,2284.222222,104.7777778,16.91111111,0.98794,34.44444444,1.44,104.66,952.67,766.64,598.24,2317.55,173.5529725,22.14360787,9.102522454,266.9837952
ALT-152,Mountain meadows,47.633333,89.75,7,0.434804,4.257547,18.44444444,2225.222222,57.55555556,9.655555556,1.749937,234.6666667,0.918467,122.136667,2232.971158,,,,,,18.28256176,267.0028076
NMG-P164,Lowland meadows,47.933111,119.536472,11,0.10691,1.128433,77.88888889,2085.888889,79.77777778,15.6,0.393005,190.7777778,1.35,30.22,544.26,324.18,280.38,1148.82,224.5529725,38.01522171,18.0099272,267.107605
XJYL-P063,Mountain meadows,43.411275,84.37586,9,0.312494,2.843123,58.33333333,2223.666667,45.11111111,9.155555556,1.129774,228.2222222,0.740533,102,737.23,370.89,93.53,1201.65,110.5529725,11.78088235,7.227745098,267.1135254
